Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
377,Clint Capela,31,HOU,C,27,1,11.0,1.6,3.0,.538,0.0,0.0,0.0,1.6,3.0,.538,.538,0.4,0.8,.571,2.5,2.0,4.6,0.4,0.4,0.7,0.5,0.9,3.6,0.0,capelca01
378,Devin Carter,23,SAC,PG,9,0,9.6,1.1,3.4,.323,0.6,1.9,.294,0.6,1.6,.357,.403,0.8,0.8,1.000,0.4,1.0,1.4,1.4,0.7,0.1,0.9,1.0,3.6,0.0,cartede02
379,Larry Nance Jr.,33,CLE,PF,16,2,15.0,1.4,4.1,.354,0.6,2.1,.303,0.8,2.0,.406,.431,0.1,0.2,.333,0.8,2.0,2.8,1.3,0.6,0.3,0.6,2.4,3.6,0.0,nancela02
380,Charles Bassey,25,MEM,C,2,0,15.5,1.5,4.0,.375,0.0,0.0,0.0,1.5,4.0,.375,.375,0.5,1.5,.333,3.5,4.0,7.5,1.0,0.5,0.5,0.5,2.5,3.5,0.0,bassech01
381,Kobe Brown,26,LAC,PF,20,0,11.3,1.2,3.1,.371,0.5,2.1,.244,0.7,1.1,.619,.452,0.7,0.8,.875,0.6,1.5,2.0,1.0,0.4,0.1,0.5,0.5,3.5,0.0,brownko01
382,Antonio Reeves,25,CHO,SG,6,0,8.8,1.3,2.7,.500,0.8,1.7,.500,0.5,1.0,.500,.656,0.0,0.0,0.0,0.2,0.7,0.8,0.3,0.2,0.0,0.0,0.5,3.5,0.0,reevean01
383,Pat Connaughton,33,CHO,SG,16,0,8.0,1.2,2.4,.500,0.6,1.6,.400,0.6,0.8,.692,.632,0.4,0.7,.636,0.3,1.3,1.6,0.5,0.3,0.1,0.2,0.3,3.4,0.0,connapa01
384,Keshad Johnson,24,MIA,SF,13,0,9.4,1.2,3.1,.375,0.4,1.3,.294,0.8,1.8,.435,.438,0.7,1.0,.692,0.9,1.5,2.4,0.1,0.4,0.3,0.2,0.8,3.4,0.0,johnske10
385,Javon Small,23,MEM,PG,10,0,11.4,1.0,3.4,.294,0.6,2.3,.261,0.4,1.1,.364,.382,0.8,1.0,.800,0.1,0.9,1.0,2.9,0.1,0.1,0.9,1.1,3.4,0.0,smallja01
386,Chaz Lanier,24,DET,SG,13,0,10.2,1.1,3.2,.333,0.9,2.8,.324,0.2,0.4,.400,.476,0.2,0.2,1.000,0.5,0.6,1.1,0.8,0.3,0.0,0.1,0.2,3.3,0.0,laniech01
387,Nick Richards,28,PHO,C,25,2,9.3,1.3,2.4,.525,0.0,0.0,0.0,1.3,2.4,.525,.525,0.8,1.1,.679,1.2,2.1,3.2,0.3,0.1,0.4,1.0,1.5,3.3,0.0,richani01
388,Gui Santos,23,GSW,PF,23,1,9.2,1.1,2.6,.433,0.5,1.6,.324,0.6,1.0,.609,.533,0.5,0.7,.688,0.9,1.1,2.0,0.7,0.4,0.1,0.8,1.3,3.3,0.0,santogu01
389,Jericho Sims,27,MIL,C,26,4,15.9,1.5,1.8,.833,0.0,0.0,0.0,1.5,1.8,.833,.833,0.3,0.4,.636,1.4,2.8,4.2,0.7,0.2,0.2,1.1,1.8,3.3,0.0,simsje01
390,James Wiseman,24,IND,C,4,1,14.5,1.5,2.5,.600,0.0,0.0,0.0,1.5,2.5,.600,.600,0.3,0.5,.500,1.3,0.8,2.0,0.8,0.0,0.3,1.3,2.5,3.3,0.0,wisemja01
391,David Jones García,24,SAS,SF,10,0,6.7,1.3,2.5,.520,0.3,0.5,.600,1.0,2.0,.500,.580,0.3,0.6,.500,0.4,0.8,1.2,1.8,0.6,0.1,0.5,0.6,3.2,0.0,jonesda06
392,Tyus Jones,29,ORL,PG,32,7,15.7,1.2,3.2,.376,0.7,2.0,.328,0.5,1.2,.459,.480,0.2,0.2,1.000,0.2,0.9,1.1,2.5,0.7,0.1,0.3,0.6,3.2,0.0,jonesty01
393,Jalen Pickett,26,DEN,SG,16,1,11.3,1.2,2.9,.413,0.6,1.7,.370,0.6,1.2,.474,.522,0.2,0.2,1.000,0.3,1.4,1.7,1.8,0.2,0.1,0.7,0.7,3.2,0.0,pickeja02
394,Dalen Terry,23,CHI,SG,16,0,10.8,1.4,2.7,.512,0.3,0.9,.267,1.1,1.8,.643,.558,0.2,0.4,.429,0.6,1.1,1.8,1.3,0.7,0.3,0.7,1.1,3.2,0.0,terryda01
395,Rasheer Fleming,21,PHO,PF,16,0,7.1,1.1,3.0,.375,0.4,1.8,.214,0.8,1.3,.600,.438,0.4,0.6,.778,0.6,0.5,1.1,0.2,0.3,0.2,0.2,0.9,3.1,0.0,flemira01
396,Mark Sears,23,MIL,PG,7,0,3.7,0.9,1.9,.462,0.6,1.1,.500,0.3,0.7,.400,.615,0.9,1.1,.750,0.1,0.1,0.3,0.3,0.0,0.0,0.6,0.6,3.1,0.0,searsma01
397,Moussa Cisse,23,DAL,C,20,1,10.0,1.2,1.9,.605,0.0,0.0,0.0,1.2,1.9,.605,.605,0.7,1.6,.419,1.5,2.0,3.5,0.2,0.3,1.0,0.7,1.6,3.0,0.0,cissemo01
398,Jonathan Isaac,28,ORL,PF,28,0,10.8,1.0,2.4,.426,0.2,1.1,.200,0.8,1.4,.605,.471,0.8,1.4,.553,0.9,2.1,3.0,0.1,0.4,0.5,0.4,0.8,3.0,0.0,isaacjo01
399,John Konchar,29,MEM,SG,22,0,13.0,1.2,2.3,.510,0.4,1.3,.321,0.8,1.0,.739,.598,0.3,0.4,.667,0.5,2.1,2.7,1.2,0.9,0.3,0.3,0.9,3.0,0.0,konchjo01
400,Chris Livingston,22,CLE,SF,3,0,5.7,1.3,2.3,.571,0.0,1.0,.000,1.3,1.3,1.000,.571,0.3,0.3,1.000,0.0,1.0,1.0,0.3,0.3,0.0,0.0,1.3,3.0,0.0,livinch01
401,Emanuel Miller,25,CHI,PF,5,0,6.6,1.2,2.6,.462,0.4,1.2,.333,0.8,1.4,.571,.538,0.2,0.4,.500,0.2,0.4,0.6,0.8,0.4,0.0,0.0,0.4,3.0,0.0,milleem01
402,Riley Minix,25,SAS,SF,3,0,2.7,1.3,2.0,.667,0.3,1.0,.333,1.0,1.0,1.000,.750,0.0,0.0,0.0,0.3,0.3,0.7,0.3,0.3,0.0,0.0,0.3,3.0,0.0,minixri01
403,Monte Morris,30,IND,PG,6,0,10.8,1.2,3.3,.350,0.3,1.3,.250,0.8,2.0,.417,.400,0.3,0.7,.500,0.2,1.0,1.2,1.5,0.2,0.2,0.3,0.5,3.0,0.0,morrimo01
404,Duop Reath,29,POR,C,25,0,7.6,1.1,2.3,.474,0.8,1.7,.452,0.3,0.6,.533,.640,0.1,0.1,.667,0.2,0.6,0.8,0.3,0.2,0.2,0.2,0.9,3.0,0.0,reathdu01
405,Guerschon Yabusele,30,NYK,C,26,0,9.6,1.1,2.7,.394,0.6,1.9,.306,0.5,0.8,.591,.500,0.2,0.4,.600,0.7,1.5,2.2,0.4,0.1,0.2,0.3,1.1,3.0,0.0,yabusgu01
406,Chris Paul,40,LAC,PG,16,0,14.3,1.1,3.5,.321,0.6,1.9,.333,0.5,1.6,.308,.411,0.1,0.1,.500,0.4,1.4,1.8,3.3,0.7,0.0,1.0,1.4,2.9,0.0,paulch01
407,Jamir Watkins,24,WAS,SG,13,1,11.1,1.0,1.8,.542,0.3,1.0,.308,0.7,0.8,.818,.625,0.6,0.6,1.000,0.4,1.9,2.3,0.5,0.3,0.2,0.3,1.7,2.9,0.0,watkija01
408,Cody Williams,21,UTA,SG,18,0,12.7,1.3,3.7,.364,0.2,1.6,.107,1.2,2.1,.553,.386,0.1,0.3,.200,0.4,0.9,1.3,0.7,0.2,0.2,0.3,1.3,2.9,0.0,willico04
409,Kam Jones,23,IND,SG,4,0,3.0,1.3,2.0,.625,0.3,0.8,.333,1.0,1.3,.800,.688,0.0,0.0,0.0,0.3,0.0,0.3,0.5,0.0,0.0,0.0,0.3,2.8,0.0,joneska03
410,Bobi Klintman,22,DET,SF,6,0,8.8,1.2,3.5,.333,0.5,1.8,.273,0.7,1.7,.400,.405,0.0,0.5,.000,0.8,1.8,2.7,0.7,0.3,0.0,0.8,1.5,2.8,0.0,klintbo01
411,Julian Phillips,22,CHI,SF,22,2,10.1,1.1,2.5,.436,0.4,1.4,.300,0.7,1.1,.600,.518,0.2,0.3,.833,0.7,0.6,1.4,0.3,0.5,0.2,0.1,1.0,2.8,0.0,phillju01
412,Baylor Scheierman,25,BOS,SG,27,0,11.8,1.0,2.1,.491,0.7,1.7,.413,0.3,0.4,.818,.658,0.0,0.0,1.000,0.4,1.4,1.7,0.7,0.4,0.1,0.4,1.4,2.8,0.0,scheiba01
413,Jae'Sean Tate,30,HOU,SF,18,0,7.8,1.2,2.2,.538,0.3,0.7,.417,0.9,1.5,.593,.603,0.2,0.2,1.000,0.6,0.8,1.4,0.6,0.2,0.2,0.2,1.4,2.8,0.0,tateja01
414,Xavier Tillman Sr.,27,BOS,C,11,1,9.4,1.3,2.5,.500,0.3,1.2,.231,1.0,1.4,.733,.554,0.0,0.0,0.0,0.9,1.3,2.2,0.5,0.5,0.2,0.4,0.8,2.8,0.0,tillmxa01
415,Jamal Cain,26,ORL,SF,9,0,7.6,0.9,2.4,.364,0.2,1.1,.200,0.7,1.3,.500,.409,0.7,0.9,.750,0.3,0.3,0.7,0.3,0.4,0.1,0.4,1.3,2.7,0.0,cainja01
416,Yang Hansen,20,POR,C,15,1,7.9,0.9,2.9,.318,0.1,1.2,.111,0.8,1.7,.462,.341,0.7,0.8,.917,0.5,1.4,1.9,0.8,0.1,0.4,0.9,1.2,2.7,0.0,yangha01
417,Gary Harris,31,MIL,SG,23,0,14.7,1.0,2.1,.479,0.5,1.1,.423,0.5,1.0,.545,.594,0.2,0.2,1.000,0.3,1.2,1.4,1.0,0.7,0.2,0.5,1.4,2.7,0.0,harriga01
418,Kevon Looney,29,NOP,C,12,6,12.9,1.2,2.8,.424,0.1,0.6,.143,1.1,2.2,.500,.439,0.3,0.5,.500,1.7,2.3,3.9,1.4,0.3,0.4,0.5,2.1,2.7,0.0,looneke01
419,Jordan McLaughlin,29,SAS,PG,14,0,6.7,1.0,2.1,.483,0.4,1.1,.375,0.6,0.9,.615,.586,0.3,0.4,.800,0.3,0.4,0.7,0.9,0.5,0.0,0.3,0.5,2.7,0.0,mclaujo01
420,Dwight Powell,34,DAL,C,23,1,12.0,0.8,1.3,.600,0.0,0.0,0.0,0.8,1.3,.600,.600,1.1,1.7,.650,1.1,1.7,2.8,0.8,0.5,0.3,0.4,2.0,2.7,0.0,poweldw01
421,Nolan Traoré,19,BRK,PG,9,0,12.1,1.0,2.9,.346,0.3,1.3,.250,0.7,1.6,.429,.404,0.3,0.6,.600,0.1,0.9,1.0,1.8,0.4,0.1,0.8,1.3,2.7,0.0,traorno01
422,PJ Hall,23,2TM,C,8,0,4.5,0.9,1.5,.583,0.1,0.4,.333,0.8,1.1,.667,.625,0.6,0.9,.714,0.5,1.1,1.6,0.3,0.1,0.3,0.3,0.6,2.5,0.0,hallpj01
422,PJ Hall,23,MEM,C,7,0,3.9,0.7,1.3,.556,0.1,0.4,.333,0.6,0.9,.667,.611,0.3,0.4,.667,0.4,0.9,1.3,0.3,0.0,0.3,0.1,0.4,1.9,0.0,hallpj01
422,PJ Hall,23,CHO,C,1,0,9.0,2.0,3.0,.667,0.0,0.0,0.0,2.0,3.0,.667,.667,3.0,4.0,.750,1.0,3.0,4.0,0.0,1.0,0.0,1.0,2.0,7.0,0.0,hallpj01
423,Caleb Houstan,23,ATL,SF,8,0,5.4,0.8,1.6,.462,0.6,1.3,.500,0.1,0.4,.333,.654,0.4,0.4,1.000,0.5,0.1,0.6,0.3,0.1,0.1,0.5,0.6,2.5,0.0,houstca01
424,Yanic Konan Niederhäuser,22,LAC,C,15,0,6.7,1.0,1.4,.714,0.0,0.0,0.0,1.0,1.4,.714,.714,0.5,1.0,.533,0.6,0.9,1.5,0.2,0.1,0.3,0.4,1.1,2.5,0.0,konanya01
425,Carter Bryant,20,SAS,PF,23,0,7.7,0.9,2.6,.356,0.4,1.4,.313,0.5,1.2,.407,.441,0.2,0.3,.667,0.3,1.3,1.7,0.2,0.2,0.1,0.4,0.8,2.4,0.0,bryanca01
426,Elijah Harkless,25,UTA,SG,7,0,9.4,0.6,1.6,.364,0.3,1.0,.286,0.3,0.6,.500,.455,1.0,1.3,.778,0.3,0.6,0.9,0.7,0.6,0.0,0.4,1.4,2.4,0.0,harklej01
427,Chris Boucher,33,BOS,PF,8,0,11.4,0.9,2.8,.318,0.1,1.5,.083,0.8,1.3,.600,.341,0.4,0.5,.750,0.3,2.0,2.3,0.4,0.6,0.9,0.1,2.0,2.3,0.0,bouchch01
428,Isaiah Livers,27,PHO,PF,14,0,12.1,0.7,2.1,.345,0.5,1.7,.292,0.2,0.4,.600,.466,0.4,0.4,.833,0.7,1.5,2.2,0.6,0.5,0.4,0.5,1.1,2.3,0.0,liveris01
429,Luke Travers,24,CLE,SG,12,0,8.6,0.8,3.0,.250,0.1,1.3,.063,0.7,1.7,.400,.264,0.8,0.8,1.000,0.8,1.3,2.0,0.8,0.6,0.3,0.3,0.5,2.3,0.0,travelu01
430,Jeff Green,39,HOU,PF,13,0,4.6,0.8,1.7,.455,0.5,1.2,.438,0.2,0.5,.500,.614,0.0,0.0,0.0,0.1,0.4,0.5,0.2,0.0,0.1,0.0,0.4,2.1,0.0,greenje02
431,Lindy Waters III,28,SAS,SG,17,0,6.5,0.8,1.9,.394,0.6,1.7,.345,0.2,0.2,.750,.545,0.0,0.0,0.0,0.1,0.8,0.9,0.3,0.2,0.0,0.1,0.7,2.1,0.0,waterli01
432,Koby Brea,23,PHO,SG,2,0,4.0,0.5,1.5,.333,0.0,1.0,.000,0.5,0.5,1.000,.333,1.0,1.0,1.000,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,2.0,0.0,breako01
433,Hunter Dickinson,25,NOP,C,1,0,5.0,1.0,2.0,.500,0.0,0.0,0.0,1.0,2.0,.500,.500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,dickihu01
434,Trentyn Flowers,20,CHI,SF,2,0,3.0,1.0,1.5,.667,0.0,0.5,.000,1.0,1.0,1.000,.667,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.5,0.5,2.0,0.0,flowetr01
435,Ron Harper Jr.,25,BOS,SF,4,0,5.0,0.8,2.5,.300,0.5,2.0,.250,0.3,0.5,.500,.400,0.0,0.0,0.0,0.3,0.5,0.8,1.0,0.3,0.5,0.0,0.5,2.0,0.0,harpero02
436,Colby Jones,23,DET,SG,1,0,7.0,1.0,3.0,.333,0.0,2.0,.000,1.0,1.0,1.000,.333,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,jonesco02
437,E.J. Liddell,25,BRK,PF,7,0,4.6,0.7,1.7,.417,0.3,1.1,.250,0.4,0.6,.750,.500,0.3,0.4,.667,0.4,0.9,1.3,0.0,0.0,0.0,0.0,0.6,2.0,0.0,liddeej01
438,Wendell Moore Jr.,24,DET,SG,3,0,14.3,1.0,2.0,.500,0.0,0.3,.000,1.0,1.7,.600,.500,0.0,0.0,0.0,0.3,1.0,1.3,1.0,0.7,0.3,0.3,0.3,2.0,0.0,moorewe01
439,Pete Nance,25,MIL,PF,9,0,3.6,0.8,1.6,.500,0.4,1.0,.444,0.3,0.6,.600,.643,0.0,0.0,0.0,0.1,0.7,0.8,0.1,0.0,0.0,0.2,0.0,2.0,0.0,nancepe01
440,Daeqwon Plowden,27,SAC,SG,1,0,14.0,1.0,5.0,.200,0.0,3.0,.000,1.0,2.0,.500,.200,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,plowdda01
441,Jahmir Young,25,MIA,PG,5,0,4.8,0.8,2.2,.364,0.4,1.0,.400,0.4,1.2,.333,.455,0.0,0.0,0.0,0.0,0.4,0.4,0.8,0.2,0.0,0.4,0.6,2.0,0.0,youngja05
442,Maxi Kleber,34,LAL,PF,15,0,12.3,0.6,1.8,.333,0.2,0.9,.231,0.4,0.9,.429,.389,0.5,0.7,.800,0.5,1.3,1.7,0.7,0.3,0.3,0.4,1.7,1.9,0.0,klebima01
443,Zeke Nnaji,25,DEN,PF,19,1,8.0,0.7,1.5,.500,0.2,0.7,.231,0.6,0.8,.733,.554,0.3,0.5,.667,0.3,1.1,1.4,0.3,0.2,0.2,0.4,0.9,1.9,0.0,nnajize01
444,Mason Plumlee,35,CHO,C,14,2,8.9,0.6,0.9,.750,0.0,0.0,0.0,0.6,0.9,.750,.750,0.6,0.9,.667,0.7,2.1,2.9,1.1,0.4,0.0,0.6,0.7,1.9,0.0,plumlma01
445,Joan Beringer,19,MIN,PF,10,0,3.9,0.8,1.1,.727,0.0,0.0,0.0,0.8,1.1,.727,.727,0.2,0.3,.667,0.2,1.0,1.2,0.0,0.1,0.2,0.2,0.9,1.8,0.0,berinjo01
446,Cody Martin,30,IND,SF,4,0,13.8,0.5,2.5,.200,0.0,1.3,.000,0.5,1.3,.400,.200,0.8,1.5,.500,0.3,3.3,3.5,0.5,1.0,0.5,1.0,1.3,1.8,0.0,martico01
447,Orlando Robinson,25,ORL,C,4,1,6.3,0.8,1.3,.600,0.3,0.5,.500,0.5,0.8,.667,.700,0.0,0.0,0.0,0.5,0.5,1.0,0.8,0.3,0.0,0.0,0.8,1.8,0.0,robinor01
448,Rayan Rupert,21,POR,SG,25,0,8.6,0.7,2.0,.367,0.3,1.0,.292,0.4,1.0,.440,.439,0.1,0.2,.500,0.2,1.2,1.5,0.4,0.3,0.0,0.4,1.1,1.8,0.0,ruperra01
449,Marcus Sasser,25,DET,PG,4,0,4.8,0.8,1.5,.500,0.3,0.8,.333,0.5,0.8,.667,.583,0.0,0.0,0.0,0.0,0.8,0.8,1.8,0.0,0.0,0.3,0.8,1.8,0.0,sassema01
450,Christian Koloko,25,2TM,C,6,0,13.2,0.8,1.5,.556,0.0,0.0,0.0,0.8,1.5,.556,.556,0.0,0.0,0.0,0.7,2.0,2.7,0.5,1.0,1.0,0.0,0.8,1.7,0.0,kolokch01
450,Christian Koloko,25,LAL,C,2,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,kolokch01
450,Christian Koloko,25,MEM,C,4,0,18.3,1.3,2.3,.556,0.0,0.0,0.0,1.3,2.3,.556,.556,0.0,0.0,0.0,1.0,2.8,3.8,0.8,1.5,1.5,0.0,1.0,2.5,0.0,kolokch01
451,Harrison Ingram,23,SAS,SF,3,0,3.7,0.7,1.0,.667,0.3,0.3,1.000,0.3,0.7,.500,.833,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7,1.7,0.0,ingraha01
452,Bronny James,21,LAL,SG,17,1,8.4,0.6,2.0,.324,0.3,1.0,.294,0.4,1.0,.353,.397,0.1,0.1,1.000,0.2,0.4,0.6,1.3,0.5,0.1,0.7,0.7,1.7,0.0,jamesbr02
453,Chris Youngblood,23,OKC,SG,23,0,5.2,0.5,1.5,.324,0.4,1.3,.310,0.1,0.2,.400,.456,0.3,0.3,1.000,0.1,0.7,0.8,0.3,0.0,0.0,0.0,0.7,1.7,0.0,youngch01
454,Thanasis Antetokounmpo,33,MIL,SF,11,0,2.6,0.5,0.8,.667,0.0,0.0,0.0,0.5,0.8,.667,.667,0.5,0.8,.667,0.2,0.3,0.5,0.0,0.3,0.3,0.1,0.6,1.6,0.0,antetth01
455,JD Davison,23,HOU,PG,14,0,6.1,0.6,1.4,.450,0.3,0.7,.400,0.4,0.7,.500,.550,0.1,0.3,.250,0.1,0.3,0.4,0.9,0.2,0.1,0.3,0.4,1.6,0.0,davisjd01
456,Myron Gardner,24,MIA,SF,7,0,4.0,0.6,1.0,.571,0.4,0.9,.500,0.1,0.1,1.000,.786,0.0,0.0,0.0,0.3,0.4,0.7,0.3,0.1,0.0,0.0,1.1,1.6,0.0,gardnmy01
457,Caleb Martin,30,DAL,SF,26,0,9.9,0.6,1.8,.340,0.1,0.5,.143,0.5,1.3,.424,.362,0.3,0.4,.800,0.5,1.0,1.6,1.0,0.5,0.2,0.4,1.5,1.6,0.0,martica02
458,Jacob Toppin,25,ATL,SF,5,0,3.4,0.8,1.2,.667,0.0,0.0,0.0,0.8,1.2,.667,.667,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.2,0.0,0.2,1.6,0.0,toppija01
459,Brooks Barnhizer,23,OKC,SG,20,0,7.7,0.6,1.3,.462,0.1,0.3,.200,0.6,1.1,.524,.481,0.2,0.3,.667,0.3,1.5,1.8,0.5,0.2,0.1,0.2,0.6,1.5,0.0,barnhbr01
460,Amir Coffey,28,MIL,SG,22,0,7.7,0.5,1.2,.423,0.1,0.5,.250,0.4,0.6,.571,.481,0.3,0.3,1.000,0.2,0.5,0.7,0.4,0.0,0.0,0.1,0.3,1.5,0.0,coffeam01
461,Tyson Etienne,26,BRK,PG,8,0,4.3,0.5,1.9,.267,0.5,1.6,.308,0.0,0.3,.000,.400,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.6,1.5,0.0,etienty01
462,Dorian Finney-Smith,32,HOU,PF,2,0,14.5,0.5,2.5,.200,0.5,2.0,.250,0.0,0.5,.000,.300,0.0,0.0,0.0,0.5,1.0,1.5,1.0,0.5,0.5,0.0,0.5,1.5,0.0,finnedo01
463,DaRon Holmes,23,DEN,PF,2,0,2.0,0.5,0.5,1.000,0.5,0.5,1.000,0.0,0.0,0.0,1.500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.5,0.0,holmeda01
464,Andre Jackson Jr.,24,MIL,SG,15,0,6.5,0.5,1.6,.292,0.2,1.0,.200,0.3,0.6,.444,.354,0.3,0.4,.833,0.3,0.5,0.8,1.1,0.3,0.1,0.4,0.9,1.5,0.0,jacksan01
465,Khaman Maluach,19,PHO,C,13,0,5.0,0.5,1.2,.375,0.0,0.3,.000,0.5,0.9,.500,.375,0.5,0.6,.875,0.2,0.8,1.0,0.2,0.0,0.4,0.5,1.0,1.5,0.0,maluakh01
466,Leonard Miller,22,MIN,SF,10,0,4.0,0.6,1.2,.500,0.0,0.5,.000,0.6,0.7,.857,.500,0.3,0.5,.600,0.1,1.0,1.1,0.4,0.2,0.0,0.4,0.7,1.5,0.0,millele01
467,Johni Broome,23,PHI,C,7,0,5.7,0.6,2.9,.200,0.0,0.4,.000,0.6,2.4,.235,.200,0.3,0.6,.500,0.9,1.0,1.9,0.6,0.3,0.0,0.3,0.7,1.4,0.0,broomjo01
468,Javonte Cooke,26,POR,SG,5,0,6.2,0.6,2.4,.250,0.2,1.0,.200,0.4,1.4,.286,.292,0.0,0.0,0.0,0.2,0.4,0.6,1.0,0.2,0.0,0.8,0.2,1.4,0.0,cookeja01
469,Mohamed Diawara,20,NYK,SF,23,2,4.8,0.6,1.6,.361,0.3,0.8,.333,0.3,0.8,.389,.444,0.0,0.2,.250,0.2,0.7,0.9,0.5,0.2,0.1,0.3,0.5,1.4,0.0,diawamo01
470,Anthony Gill,33,WAS,PF,12,0,3.3,0.5,0.8,.600,0.1,0.2,.500,0.4,0.7,.625,.650,0.3,0.3,1.000,0.3,0.4,0.8,0.0,0.0,0.1,0.3,0.3,1.4,0.0,gillan01
471,Nigel Hayes-Davis,31,PHO,SF,19,0,8.9,0.6,2.1,.300,0.1,0.7,.071,0.6,1.4,.423,.313,0.1,0.1,.500,0.5,0.8,1.3,0.4,0.4,0.1,0.4,0.7,1.4,0.0,hayesni01
472,Taelon Peter,23,IND,SG,19,0,6.2,0.4,1.7,.250,0.4,1.6,.233,0.1,0.1,.500,.359,0.2,0.3,.800,0.3,0.6,0.9,0.7,0.1,0.1,0.5,0.4,1.4,0.0,peterta01
473,Adou Thiero,21,LAL,SF,14,0,5.9,0.5,1.2,.412,0.0,0.1,.000,0.5,1.1,.438,.412,0.4,0.6,.750,0.5,0.6,1.1,0.3,0.4,0.0,0.3,1.0,1.4,0.0,thierad01
474,Isaac Jones,25,2TM,PF,4,1,4.5,0.5,1.0,.500,0.0,0.5,.000,0.5,0.5,1.000,.500,0.3,0.5,.500,0.5,0.0,0.5,0.3,0.0,0.0,0.0,1.0,1.3,0.0,jonesis01
474,Isaac Jones,25,SAC,PF,3,1,5.7,0.3,0.7,.500,0.0,0.3,.000,0.3,0.3,1.000,.500,0.3,0.7,.500,0.7,0.0,0.7,0.3,0.0,0.0,0.0,1.3,1.0,0.0,jonesis01
474,Isaac Jones,25,DET,PF,1,0,1.0,1.0,2.0,.500,0.0,1.0,.000,1.0,1.0,1.000,.500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,jonesis01
475,Ariel Hukporti,23,NYK,C,19,3,8.9,0.5,1.0,.474,0.0,0.0,0.0,0.5,1.0,.474,.474,0.4,0.6,.583,1.1,1.4,2.5,0.6,0.2,0.5,0.6,1.5,1.3,0.0,hukpoar01
476,Trey Jemison,26,NYK,C,4,0,7.3,0.5,0.5,1.000,0.0,0.0,0.0,0.5,0.5,1.000,1.000,0.3,0.3,1.000,1.0,1.0,2.0,0.3,0.0,0.3,0.8,1.0,1.3,0.0,jemistr01
477,Johnny Juzang,24,MIN,SG,10,0,2.4,0.4,1.0,.400,0.3,0.8,.375,0.1,0.2,.500,.550,0.1,0.2,.500,0.1,0.2,0.3,0.1,0.0,0.0,0.1,0.3,1.2,0.0,juzanjo01
478,Kyle Lowry,39,PHI,PG,5,0,8.6,0.4,1.0,.400,0.4,1.0,.400,0.0,0.0,0.0,.600,0.0,0.0,0.0,0.0,0.6,0.6,1.4,0.2,0.0,0.4,0.6,1.2,0.0,lowryky01
479,Hunter Tyson,25,DEN,PF,11,0,3.9,0.4,1.6,.222,0.2,0.8,.222,0.2,0.8,.222,.278,0.2,0.2,1.000,0.2,1.1,1.3,0.3,0.1,0.0,0.0,0.4,1.1,0.0,tysonhu01
480,Miles Kelly,23,DAL,PG,2,0,5.5,0.5,1.0,.500,0.0,0.5,.000,0.5,0.5,1.000,.500,0.0,0.0,0.0,0.5,1.5,2.0,0.0,0.0,0.0,0.5,1.0,1.0,0.0,kellymi02
481,Jahmai Mashack,23,MEM,SG,6,0,3.5,0.3,1.2,.286,0.3,0.8,.400,0.0,0.3,.000,.429,0.0,0.0,0.0,0.0,0.8,0.8,0.3,0.2,0.0,0.5,0.2,1.0,0.0,mashaja01
482,Jonathan Mogbo,24,TOR,PF,13,0,4.8,0.5,0.9,.500,0.0,0.0,0.0,0.5,0.9,.500,.500,0.1,0.1,1.000,0.5,0.7,1.2,0.5,0.2,0.2,0.1,0.4,1.0,0.0,mogbojo01
483,Hunter Sallis,22,PHI,SG,7,0,3.7,0.4,0.7,.600,0.0,0.0,0.0,0.4,0.7,.600,.600,0.1,0.3,.500,0.0,0.1,0.1,0.6,0.0,0.1,0.7,0.3,1.0,0.0,sallihu01
484,Dario Šarić,31,SAC,C,5,0,8.2,0.2,1.2,.167,0.2,0.6,.333,0.0,0.6,.000,.250,0.4,0.4,1.000,0.2,1.0,1.2,0.4,0.0,0.0,0.4,0.6,1.0,0.0,saricda01
485,Bismack Biyombo,33,SAS,C,10,1,6.4,0.4,0.6,.667,0.0,0.0,0.0,0.4,0.6,.667,.667,0.1,0.2,.500,0.2,0.5,0.7,0.3,0.3,0.1,0.3,1.0,0.9,0.0,biyombi01
